,Highest_1,Lowest_1,Median_1,Mean_(rounded)_1,most_uncommon_1,Highest_2,Lowest_2,Median_2,Mean_(rounded)_2,most_common_2
629,4,7,8,9,5,1,2,2,9,2
630,0,5,1,8,1,1,5,2,9,2
631,1,7,8,9,2,0,3,3,8,8
632,4,2,5,9,5,1,7,8,8,4
633,4,5,8,9,1,0,2,1,9,2
634,0,6,9,9,4,1,3,4,9,2
635,0,2,5,9,3,0,6,1,9,9
636,0,3,8,9,3,0,2,8,9,1
637,1,3,6,9,9,1,3,4,9,3
638,1,6,9,9,0,0,6,5,9,7
639,3,4,9,9,3,0,7,8,9,4
640,1,8,8,9,3,0,7,4,8,2
641,1,9,8,8,2,0,7,1,9,2
642,1,2,6,8,2,0,5,5,9,9
643,4,5,2,9,9,0,5,1,9,9
644,4,3,6,9,8,0,8,4,9,0
645,1,2,8,9,5,0,8,5,8,0
646,3,7,7,8,6,1,8,1,9,8
647,4,9,8,9,0,1,2,8,8,4
648,3,2,6,9,2,0,3,4,9,2
649,4,2,5,9,6,1,7,4,9,1
650,2,5,8,9,6,1,9,4,9,4
651,3,2,9,8,9,0,7,1,8,9
652,0,2,7,9,3,0,9,3,9,0
653,2,6,6,9,2,0,3,2,8,2
654,4,2,7,9,1,1,3,4,8,0
655,0,9,5,9,9,0,5,4,9,7
656,4,8,9,9,3,0,4,2,9,7
657,0,7,6,9,1,0,9,4,8,1
658,0,4,9,8,8,1,9,5,9,7
659,2,4,1,9,1,0,3,2,9,1
660,3,1,9,9,1,0,3,1,9,2
661,3,3,9,8,8,1,5,4,9,5
662,0,5,8,9,8,0,3,4,9,6
663,3,5,3,8,1,1,9,5,9,7
664,2,3,8,9,8,1,3,3,8,4
665,2,3,2,8,7,1,4,4,8,7
666,3,8,8,8,6,0,2,2,9,1
667,3,6,8,9,3,1,8,4,9,2
668,2,7,8,9,1,1,5,2,9,5
669,1,5,8,8,6,1,7,5,9,1
670,3,5,8,9,5,0,9,2,9,2
671,3,4,8,9,0,1,8,4,9,0
672,4,5,8,9,5,1,5,8,9,8
673,4,3,8,9,2,0,2,4,9,8
674,0,7,7,8,7,1,3,4,9,4
675,0,6,1,9,0,0,6,4,9,4
676,0,7,8,9,1,1,7,3,8,7
677,1,7,9,9,0,1,8,2,9,6
678,3,9,5,9,3,0,5,4,9,2
679,4,5,9,9,8,0,3,4,9,1
680,0,2,9,9,4,0,8,4,9,5
681,2,9,5,8,8,0,3,5,8,2
682,0,9,6,8,2,1,4,1,8,2
683,0,8,9,9,6,0,6,4,9,6
684,2,5,8,8,3,1,8,2,9,0
685,0,5,1,9,2,1,3,4,9,0
686,2,4,3,9,7,1,9,4,9,6
687,0,1,3,9,6,1,4,5,9,3
688,3,4,3,9,7,0,4,3,9,7
689,1,4,8,8,1,0,8,4,9,2
690,0,7,9,9,0,0,6,4,8,5
691,2,8,3,9,1,1,9,5,9,6
692,4,6,2,9,9,1,9,4,9,9
693,2,4,5,9,1,1,5,3,9,5
694,4,7,8,9,7,1,2,1,9,5
695,4,4,5,9,3,0,5,3,9,2
696,2,1,8,9,3,0,2,4,9,2
697,4,4,1,9,7,1,3,4,9,8
698,4,1,9,8,8,1,4,5,9,4
699,2,3,8,9,5,0,3,2,9,0
700,4,7,9,8,3,1,7,1,9,2
701,0,4,9,9,5,0,9,4,9,9
702,0,3,1,9,8,0,9,5,9,2
703,4,9,9,9,7,1,6,8,9,8
704,2,8,8,9,6,1,2,3,9,1
705,3,1,6,9,7,1,6,4,8,2
706,0,1,9,9,7,0,8,5,8,2
707,2,6,9,9,4,1,7,3,9,3
708,3,7,5,9,2,0,3,1,9,2
709,3,8,8,9,8,0,3,4,9,2
710,1,5,9,9,0,0,7,8,9,1
711,2,2,8,9,9,0,2,2,9,9
712,3,1,7,9,2,0,2,2,9,3
713,2,8,3,9,3,0,7,8,9,5
714,1,4,6,8,3,1,9,2,9,5
715,4,9,7,8,9,0,2,3,8,7
716,0,6,9,9,4,0,5,5,9,2
717,0,7,8,9,5,0,5,4,9,3
718,4,8,8,8,9,1,3,2,9,4
719,1,6,8,9,6,0,4,3,9,0
720,4,1,8,9,1,0,5,8,8,1
721,3,8,5,9,1,0,3,4,9,6
722,0,4,9,9,4,1,6,8,9,1
723,3,8,9,9,5,0,9,2,9,1
724,0,7,9,9,7,0,4,5,9,4
725,3,4,8,9,1,0,4,2,8,6
726,4,1,9,9,9,1,4,5,8,2
727,1,4,5,8,4,1,7,3,8,2
728,3,9,8,9,9,1,5,4,9,6
729,2,4,8,8,7,0,5,5,9,9
730,1,7,6,9,2,0,9,4,9,1
731,0,7,9,9,2,1,3,8,9,5
732,3,6,2,9,5,1,8,4,8,3
733,3,3,2,9,7,0,6,3,9,5
734,4,4,8,9,5,1,6,8,9,3
735,4,7,1,9,1,0,2,4,9,4
736,1,4,5,8,1,1,6,4,9,9
737,4,6,8,8,1,1,2,3,9,1
738,0,2,8,9,5,0,8,1,9,0
739,4,3,9,8,6,0,8,4,9,2
740,0,2,1,9,3,1,9,4,9,8
741,3,3,8,9,8,1,4,4,9,2
742,3,4,6,9,6,1,3,3,9,8
743,1,9,8,9,8,1,4,4,8,6
744,0,2,9,9,2,1,6,4,8,2
745,1,3,9,9,4,0,3,1,9,9
746,1,5,8,9,1,0,3,2,9,3
747,1,5,8,9,3,0,6,4,9,2
748,3,3,9,8,8,1,4,4,9,7
749,2,9,9,9,9,0,6,4,9,1
750,2,1,7,8,4,1,6,1,9,5
751,3,2,6,9,2,0,5,4,9,5
752,3,3,9,8,3,1,7,4,9,7
753,4,2,9,9,0,1,7,4,8,2
754,0,2,1,9,5,1,2,2,8,8
755,0,5,3,9,1,0,3,4,9,2
756,2,9,9,9,5,0,4,3,9,1
757,2,3,8,9,9,1,2,2,9,7
758,4,6,3,8,5,0,9,4,9,2
759,0,5,9,9,9,1,8,8,9,4
760,1,8,9,9,3,0,6,2,8,9
761,1,5,9,9,1,0,2,2,9,6
762,1,7,6,9,9,1,3,4,9,2
763,1,6,3,8,6,1,9,4,8,6
764,0,9,9,9,7,1,5,2,9,5
765,3,7,5,9,1,0,6,4,9,2
766,0,2,8,9,9,1,2,4,9,9
767,4,8,3,9,9,1,8,4,8,5
768,3,6,9,9,2,1,8,4,9,9
769,3,5,9,9,1,1,2,4,9,2
770,2,9,9,9,5,0,5,4,9,2
771,3,2,5,9,1,0,5,8,8,7
772,3,6,8,9,5,1,4,2,8,7
773,4,2,8,9,6,0,6,8,9,8
774,0,4,8,8,1,0,9,4,8,3
775,3,2,3,9,9,1,3,4,9,6
776,0,9,7,9,7,1,5,4,9,6
777,0,6,2,9,7,0,5,1,9,9
778,0,9,8,8,2,0,3,8,9,3
779,2,3,5,9,7,1,5,3,8,5
780,0,3,8,8,1,0,2,1,9,8
781,2,1,9,8,4,1,8,4,9,4
782,2,3,6,9,8,0,5,3,8,9
783,4,6,2,9,3,1,8,4,9,2
784,1,5,1,8,5,0,3,2,9,6
785,2,3,6,8,3,0,8,5,9,5
786,3,1,9,8,4,0,9,3,9,4
787,1,3,8,9,1,1,2,1,9,9
788,3,2,9,9,2,1,3,4,9,3
789,3,4,7,8,8,1,9,4,9,7
790,0,5,8,8,8,1,7,5,9,2
791,2,7,9,9,1,0,9,4,9,7
792,4,3,9,9,4,1,5,1,8,2
793,3,3,5,9,1,0,6,1,9,4
794,2,6,1,8,5,1,3,4,9,3
795,1,8,8,9,3,0,4,4,9,0
796,2,6,1,9,4,0,4,5,9,8
797,3,4,8,9,7,1,8,4,9,6
798,4,4,9,9,7,0,7,4,9,3
799,0,5,7,9,8,0,8,1,9,1
800,4,2,8,9,8,0,5,2,9,2
801,3,7,5,9,8,1,8,5,8,4
802,4,6,8,9,7,1,6,8,9,7
803,1,2,9,8,6,0,3,4,8,7
804,1,2,8,9,5,1,7,4,9,8
805,0,5,2,9,6,1,8,1,9,0
806,2,1,9,9,7,0,4,2,9,7
807,4,9,9,8,9,0,7,4,9,5
808,2,7,9,9,7,0,2,8,9,2
809,3,9,5,9,3,0,3,4,9,2
810,3,9,8,9,1,0,6,8,9,9
811,0,8,8,8,8,1,5,4,9,5
812,1,3,8,9,5,0,4,3,9,6
813,4,3,2,9,0,1,8,4,9,0
814,3,5,8,8,4,0,9,5,9,5
815,2,2,8,8,1,0,2,4,8,2
816,1,3,5,9,7,0,2,4,9,7
817,0,6,8,9,9,0,2,5,9,3
818,2,7,8,9,9,0,4,3,9,1
819,2,8,9,9,9,1,9,2,9,1
820,2,4,5,9,7,0,2,3,9,1
821,3,4,8,9,6,1,9,4,9,4
822,1,7,8,8,7,1,5,5,9,2
823,4,9,8,9,6,0,9,4,9,3
824,4,4,9,9,2,0,3,2,9,2
825,2,7,8,9,8,1,8,4,9,3
826,1,3,6,8,7,1,4,4,8,6
827,1,8,8,9,9,0,2,1,9,4
828,3,3,7,9,1,0,3,4,9,4
829,3,8,5,9,1,0,9,2,9,9
830,1,6,1,8,1,0,6,4,9,0
831,3,2,5,9,4,0,3,1,9,5
832,3,3,1,8,2,0,4,4,9,5
833,3,7,5,9,6,1,3,2,8,0
834,4,8,8,9,9,0,6,4,9,9
835,1,2,3,9,1,0,3,1,9,8
836,1,5,8,9,3,0,6,4,9,1
837,3,4,9,9,1,1,6,2,9,5
838,2,7,9,9,2,1,9,5,9,6
839,3,5,9,9,4,1,2,8,8,2
840,4,8,8,9,6,1,6,8,9,6
841,3,1,6,9,1,0,9,8,9,3
842,2,7,8,9,6,0,4,4,9,1
843,1,6,8,9,6,1,7,4,8,2
844,3,4,2,8,6,1,9,5,9,3
845,2,8,8,9,9,1,4,1,8,2
846,0,8,9,9,2,1,3,4,9,7
847,1,3,8,9,2,0,6,4,9,5
848,1,8,3,9,2,1,6,4,9,0
849,2,4,8,9,4,1,3,4,9,3
850,1,3,2,9,6,0,3,1,9,6
851,2,9,1,9,3,0,3,4,9,2
852,2,8,3,9,4,1,4,8,9,5
853,2,8,8,8,3,1,3,1,9,9
854,1,6,9,9,2,1,4,2,8,6
855,3,9,8,9,3,1,4,2,9,7
856,2,3,9,9,0,0,9,4,8,7
857,3,5,8,9,5,0,4,4,8,2
858,3,1,7,9,2,1,3,1,9,2
859,2,2,3,9,1,1,9,4,9,7
860,0,3,3,9,6,0,3,4,9,5
861,3,4,2,9,2,0,4,4,9,9
862,0,4,3,9,7,0,7,4,9,2
863,2,4,9,9,9,1,5,4,9,0
864,3,9,8,9,3,0,4,8,9,0
865,4,8,8,9,8,0,5,3,9,2
866,1,5,3,9,8,1,2,2,8,7
867,2,1,8,9,1,1,4,3,9,2
868,0,1,1,8,8,0,6,4,9,8
869,3,1,2,9,5,1,8,8,9,4
870,0,2,1,9,8,0,3,4,9,4
871,2,5,8,8,2,0,6,3,9,8
872,3,6,3,9,2,1,2,3,9,4
873,4,7,9,9,1,0,7,3,9,2
874,2,5,8,9,8,0,9,5,9,2
875,0,4,5,9,7,0,2,4,9,0
876,0,5,9,9,6,0,4,1,9,1
877,4,8,3,9,3,0,9,2,9,7
878,4,6,8,9,1,0,7,4,9,6
879,1,9,6,9,4,0,4,4,9,2
880,2,9,7,9,3,1,3,2,9,0
881,2,3,9,9,7,1,6,8,8,9
882,1,3,3,9,0,1,4,4,9,8
883,2,6,7,9,3,1,5,3,8,3
884,2,3,9,9,9,0,8,5,9,2
885,4,6,8,9,1,0,4,4,9,2
886,0,5,7,9,5,0,9,8,9,5
887,4,3,6,9,2,0,2,3,9,0
888,1,1,8,9,7,1,8,3,9,5
889,2,3,1,9,7,1,7,4,9,5
890,0,4,2,9,8,1,9,4,9,9
891,2,2,2,9,0,1,4,4,9,2
892,3,2,9,8,7,1,2,8,9,7
893,3,4,8,8,4,0,3,3,9,4
894,4,9,8,9,5,0,2,8,9,9
895,4,2,6,9,8,0,7,1,9,6
896,3,6,9,9,7,0,7,4,9,4
897,2,3,9,9,8,1,4,2,9,5
898,2,9,8,9,7,1,6,4,8,2
899,0,5,3,9,6,1,6,4,9,3
900,2,6,7,9,2,0,4,1,9,2
901,0,5,9,9,7,0,6,3,9,2
902,1,2,8,9,5,0,5,4,9,7
903,2,1,8,9,1,1,2,8,9,5
904,1,8,8,9,3,0,7,4,8,4
905,2,2,8,9,2,1,2,2,9,4
906,4,2,5,9,7,1,4,4,9,5
907,2,3,5,9,1,1,9,4,9,8
908,1,7,8,9,2,1,4,1,9,8
909,2,8,3,9,1,1,4,1,9,9
910,1,9,9,8,2,1,3,4,8,2
911,2,4,8,9,6,1,8,5,8,2
912,1,4,9,9,4,0,3,3,9,0
913,2,3,9,9,8,0,9,4,9,3
914,2,6,7,9,2,0,9,2,9,9
915,3,2,7,9,0,0,3,3,9,3
916,0,1,8,9,9,0,5,4,9,7
917,0,7,7,8,7,0,3,2,9,2
918,0,7,9,9,6,0,5,4,9,2
919,3,9,8,8,8,1,6,4,9,7
920,0,8,1,9,9,0,5,4,9,8
921,1,1,9,9,2,1,9,3,9,6
922,0,7,9,9,6,1,4,1,9,6
923,1,5,2,9,4,1,7,5,9,2
924,1,1,8,8,2,1,6,2,9,4
925,4,8,7,9,9,1,7,4,8,2
926,4,4,7,8,4,1,5,3,9,6
927,4,8,8,9,7,1,3,5,9,7
928,2,9,8,8,8,1,6,3,9,2
929,3,6,9,9,6,1,3,4,9,8
930,4,2,9,9,9,0,8,2,9,2
931,0,2,7,9,1,0,7,3,9,2
932,0,5,8,9,9,1,2,2,9,7
933,4,6,9,9,4,0,6,2,8,8
934,0,5,5,8,3,1,5,5,8,9
935,2,4,8,8,9,0,7,4,9,8
936,0,7,9,9,3,0,3,3,8,2
937,0,2,1,9,3,1,7,4,9,2
938,0,1,9,8,1,1,8,3,8,4
939,2,9,2,9,6,0,2,4,8,9
940,3,8,8,9,3,0,5,2,9,3
941,2,7,7,9,7,1,3,5,8,8
942,0,9,8,9,3,0,5,1,9,2
943,4,2,9,9,3,0,8,8,9,2
944,3,3,9,9,8,0,5,3,9,6
945,4,1,8,9,3,1,9,8,9,3
946,3,7,8,8,2,0,7,4,8,6
947,1,7,8,9,6,1,4,4,8,2
948,1,1,9,9,8,1,2,4,9,0
949,4,4,8,9,8,1,9,2,9,9
950,4,5,8,9,6,0,7,5,9,2
951,4,6,9,8,4,0,6,4,9,7
952,1,8,3,9,4,1,9,8,9,2
953,2,4,6,8,7,0,7,8,9,2
954,1,1,8,9,6,1,7,4,9,2
955,3,1,9,8,8,0,7,4,9,4
956,1,7,9,9,4,0,3,2,9,9
957,1,7,8,9,4,1,6,1,9,2
958,2,7,8,9,4,0,8,4,9,6
959,2,7,9,9,2,1,3,4,9,2
960,0,8,8,9,5,0,9,2,9,2
961,3,1,8,9,9,0,7,1,8,5
962,4,4,5,9,3,1,2,4,8,4
963,1,5,8,9,8,1,4,4,9,4
964,3,2,6,9,8,1,2,4,9,1
965,2,2,9,9,8,0,4,8,9,2
966,4,3,9,9,2,1,8,5,9,2
967,4,4,9,9,4,1,2,5,9,4
968,4,6,9,9,4,1,8,8,9,6
969,4,9,3,9,3,0,4,8,8,2
970,1,8,8,8,2,1,8,2,9,2
971,1,6,8,9,0,0,2,2,9,2
972,0,9,1,9,5,0,4,4,9,2
973,0,1,8,9,8,1,8,8,9,2
974,4,5,5,9,8,0,6,4,9,6
975,3,5,5,9,7,1,2,4,9,4
976,3,2,5,9,4,1,4,4,9,7
977,3,5,8,9,7,1,8,4,8,0
978,4,7,2,9,8,0,6,4,9,8
979,3,9,9,9,4,1,3,5,8,1
980,4,2,8,9,7,1,9,4,9,3
981,4,5,5,9,3,0,9,4,9,9
982,3,4,8,9,3,0,6,4,9,0
983,2,1,6,9,9,1,9,1,9,2
984,1,3,2,9,1,0,2,5,9,5
985,1,3,5,9,8,1,5,4,8,4
986,0,2,5,9,2,1,2,4,9,2
987,2,2,9,9,6,0,9,4,9,0
988,4,7,9,9,0,0,5,2,8,4
989,3,2,3,9,6,0,8,4,9,2
990,0,6,3,9,9,0,3,2,8,5
991,4,1,8,9,1,1,2,4,9,2
992,3,2,8,9,8,0,2,4,9,2
993,1,6,8,9,9,1,5,4,9,3
994,3,8,1,8,6,1,7,8,9,6
995,0,8,8,8,3,1,6,5,9,8
996,2,2,9,9,7,1,5,8,9,9
997,2,3,2,9,7,0,7,2,8,6
998,3,6,8,9,2,1,7,5,8,1
999,3,5,1,8,8,0,5,8,9,3
1000,2,3,8,9,3,0,5,4,9,7
1001,0,5,8,8,4,0,9,4,8,0
1002,4,4,8,9,5,0,6,4,9,2
1003,4,7,8,9,2,0,4,2,9,2
1004,2,3,9,9,2,0,8,4,9,1
1005,0,3,9,9,7,0,5,4,9,9
1006,2,8,9,9,6,1,9,4,9,6
1007,0,5,2,9,7,1,3,4,9,2
1008,0,7,9,9,7,0,9,3,9,8
1009,0,9,8,9,1,0,6,4,9,0
1010,1,4,8,8,5,0,4,2,9,9
1011,1,9,6,8,5,0,3,5,9,2
1012,0,8,7,9,2,1,2,5,9,9
1013,0,8,1,9,2,0,9,3,9,7
1014,1,5,8,9,7,1,3,4,9,2
1015,3,6,3,9,4,0,8,2,8,6
1016,3,7,8,9,5,1,9,4,9,1
1017,0,3,8,8,6,0,5,4,9,7
1018,2,1,2,9,6,0,5,4,9,7
1019,0,3,6,9,1,1,6,1,9,2
1020,4,6,9,9,0,0,5,3,8,4
1021,3,1,5,8,9,1,8,4,9,0
1022,2,8,8,9,2,1,5,1,9,1
1023,2,6,8,9,6,1,7,8,9,2
1024,2,6,9,9,2,0,6,4,9,2
1025,4,3,8,8,2,0,4,5,9,5
1026,3,8,8,9,5,1,6,4,9,8
1027,1,4,7,9,3,0,7,4,9,5
1028,2,6,8,8,9,0,6,1,8,9
1029,3,8,8,9,5,0,7,2,9,1
1030,1,7,9,9,4,1,5,1,9,4
1031,4,8,7,9,3,1,2,1,9,0
1032,3,2,6,9,1,1,4,4,9,5
1033,3,1,1,9,4,0,7,4,9,2
1034,4,7,5,9,4,1,5,5,9,2
1035,2,1,9,9,5,0,6,1,9,2
1036,1,5,8,8,4,0,8,4,9,4
1037,4,8,9,9,2,0,6,4,9,2
1038,3,1,9,9,6,0,2,8,9,3
1039,3,8,1,9,9,1,7,4,9,4
1040,3,5,8,9,8,1,7,1,8,0
1041,4,1,8,9,6,1,2,4,9,7
1042,3,6,5,9,7,0,8,3,9,1
1043,3,6,8,9,8,1,4,4,9,2
1044,4,9,9,9,1,1,2,4,9,2
1045,4,8,3,9,1,1,8,4,9,2
1046,0,6,8,9,1,0,4,4,8,3
1047,0,7,9,9,1,0,7,4,8,7
1048,0,3,9,9,7,1,9,1,8,7
1049,3,7,8,9,2,0,9,3,9,0
1050,3,3,8,9,8,1,2,1,9,3
1051,4,1,8,9,6,1,2,2,9,0
1052,1,4,8,9,3,1,4,4,8,8
1053,1,7,8,8,5,0,7,5,9,5
1054,1,6,9,9,2,0,9,1,9,3
1055,3,9,7,9,5,0,8,2,9,2
1056,2,4,8,9,2,0,7,2,9,0
1057,1,8,2,9,5,1,4,2,9,6
1058,3,4,5,9,5,1,9,4,9,0
1059,0,1,6,9,6,1,7,4,9,7
1060,0,1,2,9,9,1,9,4,9,2
1061,3,7,1,9,9,0,9,4,8,9
1062,4,9,1,9,9,1,5,8,8,3
1063,2,6,6,9,8,0,8,4,9,2
1064,2,2,8,9,3,0,6,4,9,2
1065,4,1,5,9,6,0,6,4,9,3
1066,1,7,7,9,3,1,6,2,9,8
1067,4,7,2,9,4,1,9,5,9,2
1068,3,3,5,9,3,1,6,3,8,4
1069,4,8,8,9,4,0,2,2,9,5
1070,2,8,9,9,1,0,2,4,9,6
1071,3,9,8,9,2,1,8,4,9,8
1072,1,7,7,9,2,1,6,2,8,6
1073,0,5,8,9,2,1,9,5,8,7
1074,0,9,9,9,3,1,9,4,9,5
1075,2,5,7,9,3,0,4,2,9,2
1076,0,5,2,9,3,1,3,4,8,3
1077,0,7,8,9,7,0,4,4,9,0
1078,3,5,2,9,2,1,2,2,9,4
1079,3,6,8,9,7,1,3,4,9,9
1080,0,1,9,9,3,1,9,4,9,7
1081,1,5,2,9,8,1,7,4,9,0
1082,2,3,1,8,0,0,8,3,9,4
1083,1,8,9,8,8,1,9,4,9,5
1084,4,4,6,8,7,1,5,4,8,0
1085,0,4,8,9,7,1,2,4,9,9
1086,1,2,8,9,6,0,3,1,9,5
1087,3,4,1,9,7,1,6,5,9,5
1088,1,1,8,9,4,0,8,2,9,5
1089,4,6,8,9,5,0,5,5,9,6
1090,3,2,7,9,5,1,4,8,9,2
1091,0,1,3,9,1,0,7,1,9,5
1092,3,4,9,9,5,0,2,4,9,1
1093,4,4,9,9,5,0,5,4,9,2
1094,4,4,8,9,7,0,7,1,9,0
1095,2,9,8,9,6,1,5,2,9,9
1096,2,1,9,9,3,0,9,4,9,3
1097,1,8,8,9,5,0,4,5,9,8
1098,2,2,7,9,1,1,6,4,9,2
1099,1,7,8,9,9,0,7,4,9,1
1100,0,6,5,9,7,1,7,8,9,7
1101,2,2,9,9,2,1,9,8,9,9
1102,1,3,7,9,2,1,9,4,9,8
1103,4,7,1,9,9,1,8,1,9,2
1104,0,9,1,9,5,0,4,4,9,8
1105,2,2,1,8,4,1,4,8,9,6
1106,0,8,8,9,9,0,6,5,8,2
1107,3,1,8,9,4,1,4,2,9,2
1108,3,9,9,9,4,0,5,4,8,1
1109,3,7,6,8,2,0,2,5,9,7
1110,1,7,9,9,2,1,9,3,9,2
1111,2,8,9,9,7,1,7,4,9,6
1112,1,6,8,9,7,1,6,4,9,2
1113,1,2,2,9,2,1,6,4,8,2
1114,1,8,8,9,2,1,4,4,9,9
1115,0,4,8,9,2,0,5,4,9,8
1116,4,7,2,9,0,0,2,4,8,1
1117,0,4,5,9,9,1,9,5,9,3
1118,0,1,8,9,8,0,5,3,8,1
1119,0,1,2,9,9,1,4,2,9,0
1120,3,9,9,9,7,1,6,8,9,0
1121,2,8,9,9,1,1,7,2,9,6
1122,2,4,2,9,6,0,3,5,9,3
1123,0,8,8,9,1,1,7,8,9,2
1124,2,7,8,9,5,1,4,4,9,2
1125,4,7,3,9,6,0,2,5,9,6
1126,1,3,2,9,1,0,7,4,9,5
1127,2,1,9,9,1,0,5,1,9,6
1128,3,1,5,9,7,1,6,3,8,0
1129,3,5,7,9,3,1,8,2,8,2
1130,4,3,9,9,3,1,9,4,9,2
1131,0,2,8,9,9,0,8,4,9,1
1132,2,8,1,9,8,1,9,2,9,1
1133,4,7,9,9,0,1,6,4,9,2
1134,0,2,7,9,4,0,5,5,9,2
1135,0,1,9,9,3,0,2,4,8,8
1136,0,5,8,9,3,1,6,3,9,7
1137,1,4,6,8,8,0,2,4,9,3
1138,0,1,2,9,9,1,9,3,9,9
1139,1,9,6,9,7,0,4,2,9,6
1140,4,2,8,9,6,0,9,4,9,8
1141,0,9,1,9,7,0,6,8,8,2
1142,4,7,2,9,3,0,2,2,9,1
1143,4,5,1,9,1,0,9,8,9,1
1144,0,8,3,9,8,0,2,5,9,9
1145,3,4,1,9,4,1,7,8,9,2
1146,4,1,8,9,4,0,4,8,9,2
1147,1,4,8,8,5,1,6,4,9,5
1148,4,2,8,9,4,1,6,5,9,5
1149,1,1,8,8,4,1,6,4,9,2
1150,2,6,9,8,8,1,2,4,8,9
1151,0,5,8,8,8,0,9,4,9,0
1152,3,8,6,9,7,0,4,8,9,4
1153,4,8,8,9,4,1,3,2,9,6
1154,3,6,3,9,4,0,4,8,9,0
1155,2,5,8,9,9,0,7,2,8,2
1156,1,4,8,9,2,1,3,2,9,8
1157,3,4,1,9,1,0,2,3,9,0
1158,3,7,3,9,4,0,7,8,9,7
1159,4,8,8,9,5,0,9,3,9,2
1160,2,7,8,9,1,0,6,1,9,2
1161,0,9,8,8,8,1,9,4,9,2
1162,0,2,8,9,8,1,9,4,9,2
1163,3,7,8,9,9,0,8,8,9,4
1164,0,8,8,9,5,0,3,4,9,9
1165,0,1,8,9,6,0,7,2,9,9
1166,3,4,9,9,9,0,3,4,9,2
1167,1,5,2,9,4,1,7,4,9,9
1168,3,3,9,9,1,1,7,3,9,1
1169,0,9,7,9,3,0,7,2,9,2
1170,0,3,9,9,1,0,8,5,9,4
1171,3,8,6,9,9,1,4,5,8,5
1172,1,7,8,8,7,0,4,5,9,4
1173,0,3,8,9,3,0,4,8,9,2
1174,2,7,5,9,6,1,2,8,9,2
1175,1,9,8,9,1,0,2,4,9,3
1176,1,3,9,9,4,0,4,4,8,2
1177,3,1,3,9,1,0,5,4,9,2
1178,3,1,8,9,5,1,6,2,9,1
1179,1,5,3,9,7,1,6,2,8,9
1180,3,6,3,9,9,0,4,4,9,2
1181,4,2,9,9,3,0,4,4,8,2
1182,4,5,3,9,6,0,3,5,9,9
1183,2,2,9,9,9,1,9,4,9,9
1184,2,6,8,9,6,0,7,4,9,9
1185,3,1,9,9,1,1,6,4,9,2
1186,2,3,1,9,5,0,8,4,9,8
1187,0,1,8,9,2,0,7,4,9,0
1188,0,4,8,9,6,0,4,4,8,7
1189,4,1,3,9,4,1,9,4,9,4
1190,0,1,8,9,5,1,2,4,9,2
1191,4,8,8,8,6,1,9,5,9,2
1192,1,4,8,9,3,0,5,3,9,0
1193,2,6,9,8,4,0,3,1,9,4
1194,4,7,1,8,5,0,2,8,9,1
1195,4,7,2,9,5,0,4,4,8,7
1196,4,6,3,9,7,0,4,4,9,4
1197,4,2,7,9,9,1,6,4,9,2
1198,3,9,9,9,1,1,8,4,9,2
1199,1,8,7,9,5,0,2,4,9,6
1200,3,8,6,9,7,0,2,4,9,2
1201,2,8,8,9,3,0,8,8,9,2
1202,3,6,8,9,8,1,8,4,9,4
1203,3,7,3,9,1,1,4,4,9,7
1204,3,2,7,9,2,1,9,1,9,2
1205,4,4,8,9,8,0,9,4,9,2
1206,4,5,8,9,7,1,9,4,9,6
1207,0,5,9,9,6,1,5,4,9,2
1208,1,4,9,9,9,1,5,1,8,9
1209,3,5,1,9,4,0,8,2,9,7
1210,3,2,3,9,4,0,7,2,9,5
1211,0,6,1,9,9,1,5,4,9,6
1212,4,2,8,9,5,1,8,8,9,2
1213,2,7,7,9,4,1,6,5,9,0
1214,4,1,2,9,3,1,5,4,9,9
1215,2,5,2,9,3,1,5,8,9,6
1216,2,3,8,9,6,0,9,2,9,5
1217,3,7,1,9,5,0,4,4,9,9
1218,1,1,9,9,6,0,3,1,9,3
1219,4,7,9,8,6,0,4,4,9,8
1220,0,9,3,9,1,1,6,4,9,4
1221,4,1,8,8,3,1,8,4,9,8
1222,2,2,8,9,4,0,9,4,9,2
1223,4,2,9,8,6,0,7,5,9,8
1224,4,1,9,9,4,1,2,5,8,7
1225,0,5,8,8,7,0,4,4,9,9
1226,2,8,9,8,3,0,5,5,9,2
1227,0,1,9,9,6,0,4,3,9,2
1228,0,1,5,9,4,0,2,4,9,7
1229,0,6,8,9,9,0,4,2,9,6
1230,3,8,9,9,7,0,7,4,9,7
1231,3,9,8,9,2,1,3,4,9,2
1232,0,1,8,9,3,0,5,1,9,0
1233,4,5,8,9,9,1,3,4,9,4
1234,0,4,5,9,1,1,7,3,9,2
1235,1,7,8,9,3,0,8,5,8,2
1236,1,7,6,8,9,0,8,1,9,9
1237,1,4,8,9,1,0,3,4,8,2
1238,4,6,9,9,0,1,4,5,8,2
1239,2,2,1,9,2,0,3,8,9,2
1240,1,3,2,9,9,1,5,4,9,7
1241,0,3,1,8,9,1,7,5,9,9
1242,4,2,8,9,9,1,6,4,9,2
1243,0,8,8,9,4,1,3,4,9,0
1244,4,3,9,8,4,1,7,4,9,0
1245,0,1,9,9,0,0,2,4,9,2
1246,2,8,9,9,6,0,4,4,8,9
1247,2,5,9,9,8,0,2,5,9,7
1248,1,1,2,9,3,0,2,8,9,1
1249,4,2,9,9,6,1,4,2,8,7
